match_no,date,venue,stage,team1,team2,toss_winner,toss_decision,innings,batting_team,bowling_team,over,phase,runs_in_over,wickets_in_over,fours,sixes,bowlers,batsmen,main_batter,cumulative_runs,cumulative_wkts,score_after_over,over_summary,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure
22,"Apr 08, 2025","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",League,PBKS,CSK,PBKS,Bat,2,CSK,PBKS,19,Death,15,0,1,1,Arshdeep Singh,"Dhoni, Jadeja",Dhoni,198,4,198/4,"15 runs, 0 wicket(s)",219.0,6.0,201.0,5.0,completed,PBKS,Priyansh Arya,Priyansh Arya,103.0,Lockie Ferguson,2--40
22,"Apr 08, 2025","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",League,PBKS,CSK,PBKS,Bat,2,CSK,PBKS,20,Death,9,1,0,1,Yash Thakur,"Dhoni, Jadeja, Shankar",Jadeja,207,5,207/5,"9 runs, 1 wicket(s)",219.0,6.0,201.0,5.0,completed,PBKS,Priyansh Arya,Priyansh Arya,103.0,Lockie Ferguson,2--40
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,1,Powerplay,7,0,1,0,Jofra Archer,"Sai Sudharsan, Shubman Gill",Sai Sudharsan,7,0,7/0,"7 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,2,Powerplay,7,0,1,0,Fazalhaq Farooqi,"Sai Sudharsan, Shubman Gill",Sai Sudharsan,14,0,14/0,"7 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,3,Powerplay,7,1,1,0,Jofra Archer,"Buttler, Sai Sudharsan, Shubman Gill",Buttler,21,1,21/1,"7 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,4,Powerplay,10,0,0,1,Fazalhaq Farooqi,"Buttler, Sai Sudharsan",Sai Sudharsan,31,1,31/1,"10 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,5,Powerplay,18,0,2,1,Tushar Deshpande,"Buttler, Sai Sudharsan",Sai Sudharsan,49,1,49/1,"18 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,6,Powerplay,7,0,0,0,Sandeep Sharma,"Buttler, Sai Sudharsan",Sai Sudharsan,56,1,56/1,"7 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,7,Middle,11,0,2,0,Fazalhaq Farooqi,"Buttler, Sai Sudharsan",Buttler,67,1,67/1,"11 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,8,Middle,14,0,2,0,Theekshana,"Buttler, Sai Sudharsan",Buttler,81,1,81/1,"14 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,9,Middle,7,0,0,0,Tushar Deshpande,"Buttler, Sai Sudharsan",Buttler,88,1,88/1,"7 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,10,Middle,6,1,1,0,Theekshana,"Buttler, Sai Sudharsan",Sai Sudharsan,94,2,94/2,"6 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,11,Middle,6,0,0,0,Jofra Archer,"Sai Sudharsan, Shahrukh Khan",Sai Sudharsan,100,2,100/2,"6 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,12,Middle,10,0,2,0,Fazalhaq Farooqi,"Sai Sudharsan, Shahrukh Khan",Shahrukh Khan,110,2,110/2,"10 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,13,Middle,14,0,1,1,Tushar Deshpande,"Sai Sudharsan, Shahrukh Khan",Shahrukh Khan,124,2,124/2,"14 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,14,Middle,16,0,2,1,Theekshana,"Sai Sudharsan, Shahrukh Khan",Shahrukh Khan,140,2,140/2,"16 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,15,Middle,5,0,0,0,Sandeep Sharma,"Sai Sudharsan, Shahrukh Khan",Sai Sudharsan,145,2,145/2,"5 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,16,Death,18,1,1,1,Theekshana,"Rutherford, Sai Sudharsan, Shahrukh Khan",Rutherford,163,3,163/3,"18 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,17,Death,13,1,1,1,Sandeep Sharma,"Rahul Tewatia, Rutherford, Sai Sudharsan",Sai Sudharsan,176,4,176/4,"13 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,18,Death,11,0,0,1,Jofra Archer,"Rahul Tewatia, Sai Sudharsan",Rahul Tewatia,187,4,187/4,"11 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,19,Death,14,2,1,1,Tushar Deshpande,"Rashid Khan, Sai Sudharsan",Rashid Khan,201,6,201/6,"14 runs, 2 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,1,GT,RR,20,Death,16,0,2,1,Sandeep Sharma,Rahul Tewatia,Rahul Tewatia,217,6,217/6,"16 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,1,Powerplay,8,0,1,0,Siraj,Jaiswal,Jaiswal,8,0,8/0,"8 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,2,Powerplay,3,1,0,0,Arshad Khan,"Jaiswal, Nitish Rana, Samson",Nitish Rana,11,1,11/1,"3 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,3,Powerplay,6,1,0,1,Siraj,"Nitish Rana, Riyan Parag",Riyan Parag,17,2,17/2,"6 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,4,Powerplay,16,0,2,1,Arshad Khan,"Riyan Parag, Samson",Samson,33,2,33/2,"16 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,5,Powerplay,11,0,1,1,Siraj,"Riyan Parag, Samson",Riyan Parag,44,2,44/2,"11 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,6,Powerplay,12,0,1,1,Prasidh,"Riyan Parag, Samson",Riyan Parag,56,2,56/2,"12 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,7,Middle,8,1,1,0,Khejroliya,"Dhruv Jurel, Riyan Parag, Samson",Dhruv Jurel,64,3,64/3,"8 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,8,Middle,4,1,0,0,Rashid Khan,"Dhruv Jurel, Hetmyer, Samson",Samson,68,4,68/4,"4 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,9,Middle,5,0,0,0,Khejroliya,"Hetmyer, Samson",Hetmyer,73,4,73/4,"5 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,10,Middle,11,0,0,1,Rashid Khan,"Hetmyer, Samson",Hetmyer,84,4,84/4,"11 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,11,Middle,16,0,2,1,Khejroliya,"Hetmyer, Samson",Samson,100,4,100/4,"16 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,12,Middle,14,0,1,1,Rashid Khan,"Hetmyer, Samson",Hetmyer,114,4,114/4,"14 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,13,Middle,4,1,0,0,Prasidh,"Hetmyer, Samson, Shubham Dubey",Hetmyer,118,5,118/5,"4 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,14,Middle,8,1,1,0,Rashid Khan,"Hetmyer, Jofra Archer, Shubham Dubey",Hetmyer,126,6,126/6,"8 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,15,Middle,12,0,0,1,Sai Kishore,"Hetmyer, Jofra Archer",Hetmyer,138,6,138/6,"12 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,16,Death,6,2,1,0,Prasidh,"Hetmyer, Jofra Archer, Theekshana",Hetmyer,144,8,144/8,"6 runs, 2 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,17,Death,7,1,0,0,Sai Kishore,"Sandeep Sharma, Theekshana, Tushar Deshpande",Tushar Deshpande,151,9,151/9,"7 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,18,Death,2,0,0,0,Prasidh,"Sandeep Sharma, Theekshana",Sandeep Sharma,153,9,153/9,"2 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,19,Death,4,0,0,0,Siraj,"Sandeep Sharma, Theekshana",Sandeep Sharma,157,9,157/9,"4 runs, 0 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
23,"Apr 09, 2025","Narendra Modi Stadium, Ahmedabad",League,GT,RR,RR,Bowl,2,RR,GT,20,Death,1,1,0,0,Sai Kishore,"Sandeep Sharma, Theekshana",Sandeep Sharma,158,10,158/10,"1 runs, 1 wicket(s)",217.0,6.0,159.0,10.0,completed,GT,Sai Sudarshan,Sai Sudarshan,82.0,Prasidh Krishna,3--24
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,1,Powerplay,7,0,0,0,Mitchell Starc,"Kohli, Phil Salt",Kohli,7,0,7/0,"7 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,2,Powerplay,16,0,2,1,Axar,"Kohli, Phil Salt",Phil Salt,23,0,23/0,"16 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,3,Powerplay,30,0,3,2,Mitchell Starc,"Kohli, Phil Salt",Phil Salt,53,0,53/0,"30 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,4,Powerplay,9,1,0,1,Axar,"Kohli, Padikkal, Phil Salt",Kohli,62,1,62/1,"9 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,5,Powerplay,2,0,0,0,Vipraj Nigam,"Kohli, Padikkal",Kohli,64,1,64/1,"2 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,6,Powerplay,0,1,0,0,Mukesh Kumar,"Padikkal, Rajat Patidar",Padikkal,64,2,64/2,"0 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,7,Middle,10,1,0,1,Vipraj Nigam,"Kohli, Rajat Patidar",Kohli,74,3,74/3,"10 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,8,Middle,10,0,0,1,Axar,"Livingstone, Rajat Patidar",Rajat Patidar,84,3,84/3,"10 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,9,Middle,5,0,0,0,Kuldeep Yadav,"Livingstone, Rajat Patidar",Rajat Patidar,89,3,89/3,"5 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,10,Middle,2,1,0,0,Mohit Sharma,"Jitesh Sharma, Livingstone, Rajat Patidar",Livingstone,91,4,91/4,"2 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,11,Middle,3,0,0,0,Mitchell Starc,"Jitesh Sharma, Rajat Patidar",Rajat Patidar,94,4,94/4,"3 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,12,Middle,8,0,1,0,Mohit Sharma,"Jitesh Sharma, Rajat Patidar",Rajat Patidar,102,4,102/4,"8 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,13,Middle,3,1,0,0,Kuldeep Yadav,"Jitesh Sharma, Krunal Pandya, Rajat Patidar",Krunal Pandya,105,5,105/5,"3 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,14,Middle,7,0,0,0,Mukesh Kumar,"Krunal Pandya, Rajat Patidar",Krunal Pandya,112,5,112/5,"7 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,15,Middle,5,1,1,0,Kuldeep Yadav,"Krunal Pandya, Rajat Patidar, Tim David",Krunal Pandya,117,6,117/6,"5 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,16,Death,4,0,0,0,Vipraj Nigam,"Krunal Pandya, Tim David",Krunal Pandya,121,6,121/6,"4 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,17,Death,4,0,0,0,Kuldeep Yadav,"Krunal Pandya, Tim David",Krunal Pandya,125,6,125/6,"4 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,18,Death,2,1,0,0,Vipraj Nigam,"Bhuvneshwar, Krunal Pandya, Tim David",Bhuvneshwar,127,7,127/7,"2 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,19,Death,17,0,1,2,Axar,Tim David,Tim David,144,7,144/7,"17 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,1,RCB,DC,20,Death,18,0,1,2,Mukesh Kumar,Tim David,Tim David,162,7,162/7,"18 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,1,Powerplay,1,0,0,0,Bhuvneshwar,"Fraser-McGurk, du Plessis",du Plessis,1,0,1/0,"1 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,2,Powerplay,8,1,1,0,Yash Dayal,"Fraser-McGurk, du Plessis",Fraser-McGurk,9,1,9/1,"8 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,3,Powerplay,12,1,2,0,Bhuvneshwar,"Abishek Porel, Fraser-McGurk, Rahul",Abishek Porel,21,2,21/2,"12 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,4,Powerplay,9,0,1,0,Yash Dayal,"Abishek Porel, Rahul",Rahul,30,2,30/2,"9 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,5,Powerplay,1,1,0,0,Bhuvneshwar,"Abishek Porel, Axar, Rahul",Axar,31,3,31/3,"1 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,6,Powerplay,8,0,1,0,Hazlewood,"Axar, Rahul",Axar,39,3,39/3,"8 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,7,Middle,3,0,0,0,Suyash Sharma,Rahul,Rahul,42,3,42/3,"3 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,8,Middle,10,0,0,1,Hazlewood,"Axar, Rahul",Rahul,52,3,52/3,"10 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,9,Middle,8,1,1,0,Suyash Sharma,"Axar, Rahul, Stubbs",Axar,60,4,60/4,"8 runs, 1 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,10,Middle,6,0,0,0,Krunal Pandya,"Rahul, Stubbs",Rahul,66,4,66/4,"6 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
24,"Apr 10, 2025","M.Chinnaswamy Stadium, Bengaluru",League,RCB,DC,DC,Bowl,2,DC,RCB,11,Middle,1,0,0,0,Suyash Sharma,"Rahul, Stubbs",Stubbs,67,4,67/4,"1 runs, 0 wicket(s)",163.0,7.0,169.0,4.0,completed,DC,KL Rahul,KL Rahul,93.0,Kuldeep Yadav,2--17
