match_no,date,venue,stage,team1,team2,toss_winner,toss_decision,innings,batting_team,bowling_team,over,phase,runs_in_over,wickets_in_over,fours,sixes,bowlers,batsmen,main_batter,cumulative_runs,cumulative_wkts,score_after_over,over_summary,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,1,Powerplay,4,1,1,0,Hazlewood,"Rahane, de Kock",de Kock,4,1,4/1,"4 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,2,Powerplay,1,0,0,0,Yash Dayal,"Narine, Rahane",Narine,5,1,5/1,"1 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,3,Powerplay,4,0,1,0,Hazlewood,Narine,Narine,9,1,9/1,"4 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,4,Powerplay,16,0,1,2,Rasikh Salam,Rahane,Rahane,25,1,25/1,"16 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,5,Powerplay,15,0,2,1,Krunal Pandya,"Narine, Rahane",Rahane,40,1,40/1,"15 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,6,Powerplay,20,0,3,1,Yash Dayal,"Narine, Rahane",Rahane,60,1,60/1,"20 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,7,Middle,5,0,1,0,Suyash Sharma,Rahane,Rahane,65,1,65/1,"5 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,8,Middle,9,0,1,0,Rasikh Salam,"Narine, Rahane",Narine,74,1,74/1,"9 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,9,Middle,22,0,1,2,Suyash Sharma,"Narine, Rahane",Narine,96,1,96/1,"22 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,10,Middle,11,1,1,1,Rasikh Salam,"Narine, Rahane",Narine,107,2,107/2,"11 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,11,Middle,3,1,0,0,Krunal Pandya,"Angkrish Raghuvanshi, Rahane, Venkatesh Iyer",Angkrish Raghuvanshi,110,3,110/3,"3 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,12,Middle,14,0,3,0,Suyash Sharma,"Angkrish Raghuvanshi, Venkatesh Iyer",Angkrish Raghuvanshi,124,3,124/3,"14 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,13,Middle,7,1,0,0,Krunal Pandya,"Angkrish Raghuvanshi, Rinku Singh, Venkatesh Iyer",Angkrish Raghuvanshi,131,4,131/4,"7 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,14,Middle,10,0,1,0,Livingstone,"Angkrish Raghuvanshi, Rinku Singh",Rinku Singh,141,4,141/4,"10 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,15,Middle,4,1,0,0,Krunal Pandya,"Angkrish Raghuvanshi, Rinku Singh",Angkrish Raghuvanshi,145,5,145/5,"4 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,16,Death,6,1,1,0,Suyash Sharma,"Angkrish Raghuvanshi, Ramandeep Singh, Russell",Russell,151,6,151/6,"6 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,17,Death,4,0,0,0,Livingstone,"Angkrish Raghuvanshi, Ramandeep Singh",Angkrish Raghuvanshi,155,6,155/6,"4 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,18,Death,10,0,0,1,Hazlewood,"Angkrish Raghuvanshi, Ramandeep Singh",Angkrish Raghuvanshi,165,6,165/6,"10 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,19,Death,4,1,0,0,Yash Dayal,"Angkrish Raghuvanshi, Harshit Rana, Ramandeep Singh",Ramandeep Singh,169,7,169/7,"4 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,1,KKR,RCB,20,Death,5,1,1,0,Hazlewood,"Harshit Rana, Spencer Johnson",Harshit Rana,174,8,174/8,"5 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,1,Powerplay,12,0,2,0,Vaibhav Arora,"Kohli, Phil Salt",Kohli,12,0,12/0,"12 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,2,Powerplay,5,0,1,0,Spencer Johnson,Phil Salt,Phil Salt,17,0,17/0,"5 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,3,Powerplay,20,0,3,1,Vaibhav Arora,"Kohli, Phil Salt",Phil Salt,37,0,37/0,"20 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,4,Powerplay,21,0,3,1,Varun Chakaravarthy,"Kohli, Phil Salt",Phil Salt,58,0,58/0,"21 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,5,Powerplay,17,0,1,2,Spencer Johnson,"Kohli, Phil Salt",Kohli,75,0,75/0,"17 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,6,Powerplay,5,0,0,0,Harshit Rana,"Kohli, Phil Salt",Kohli,80,0,80/0,"5 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,7,Middle,6,0,1,0,Varun Chakaravarthy,"Kohli, Phil Salt",Kohli,86,0,86/0,"6 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,8,Middle,5,0,0,0,Narine,"Kohli, Phil Salt",Kohli,91,0,91/0,"5 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,9,Middle,5,1,1,0,Varun Chakaravarthy,"Padikkal, Phil Salt",Phil Salt,96,1,96/1,"5 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,10,Middle,8,0,1,0,Narine,"Kohli, Padikkal",Padikkal,104,1,104/1,"8 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,11,Middle,11,0,0,1,Varun Chakaravarthy,"Kohli, Padikkal",Kohli,115,1,115/1,"11 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,12,Middle,4,1,0,0,Narine,"Kohli, Padikkal, Rajat Patidar",Kohli,119,2,119/2,"4 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,13,Middle,8,0,1,0,Harshit Rana,"Kohli, Rajat Patidar",Kohli,127,2,127/2,"8 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,14,Middle,11,0,0,1,Narine,"Kohli, Rajat Patidar",Rajat Patidar,138,2,138/2,"11 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,15,Middle,19,0,4,0,Harshit Rana,"Kohli, Rajat Patidar",Rajat Patidar,157,2,157/2,"19 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,16,Death,10,1,2,0,Vaibhav Arora,"Kohli, Livingstone, Rajat Patidar",Livingstone,167,3,167/3,"10 runs, 1 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
1,"Mar 22, 2025","Eden Gardens, Kolkata",League,KKR,RCB,RCB,Bowl,2,RCB,KKR,17,Death,10,0,1,1,Spencer Johnson,Livingstone,Livingstone,177,3,177/3,"10 runs, 0 wicket(s)",174.0,8.0,177.0,3.0,completed,RCB,Krunal Pandya,Virat Kohli,59.0,Krunal Pandya,3--29
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,1,Powerplay,10,0,2,0,Fazalhaq Farooqi,"Abhishek Sharma, Head",Abhishek Sharma,10,0,10/0,"10 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,2,Powerplay,14,0,1,1,Theekshana,Head,Head,24,0,24/0,"14 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,3,Powerplay,21,0,3,1,Fazalhaq Farooqi,"Abhishek Sharma, Head",Abhishek Sharma,45,0,45/0,"21 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,4,Powerplay,10,1,2,0,Theekshana,"Abhishek Sharma, Ishan Kishan",Ishan Kishan,55,1,55/1,"10 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,5,Powerplay,23,0,4,1,Jofra Archer,Head,Head,78,1,78/1,"23 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,6,Powerplay,16,0,3,0,Theekshana,"Head, Ishan Kishan",Ishan Kishan,94,1,94/1,"16 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,7,Middle,12,0,2,0,Sandeep Sharma,"Head, Ishan Kishan",Ishan Kishan,106,1,106/1,"12 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,8,Middle,9,0,1,0,Nitish Rana,"Head, Ishan Kishan",Head,115,1,115/1,"9 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,9,Middle,8,0,1,0,Sandeep Sharma,"Head, Ishan Kishan",Head,123,1,123/1,"8 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,10,Middle,12,1,2,0,Tushar Deshpande,"Head, Ishan Kishan, Nitish Reddy",Nitish Reddy,135,2,135/2,"12 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,11,Middle,12,0,2,0,Jofra Archer,"Ishan Kishan, Nitish Reddy",Nitish Reddy,147,2,147/2,"12 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,12,Middle,8,0,0,0,Tushar Deshpande,"Ishan Kishan, Nitish Reddy",Ishan Kishan,155,2,155/2,"8 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,13,Middle,22,0,0,3,Jofra Archer,"Ishan Kishan, Nitish Reddy",Ishan Kishan,177,2,177/2,"22 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,14,Middle,18,0,1,2,Fazalhaq Farooqi,"Ishan Kishan, Nitish Reddy",Ishan Kishan,195,2,195/2,"18 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,15,Middle,12,1,2,0,Theekshana,"Ishan Kishan, Klaasen, Nitish Reddy",Ishan Kishan,207,3,207/3,"12 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,16,Death,11,0,2,0,Tushar Deshpande,"Ishan Kishan, Klaasen",Ishan Kishan,218,3,218/3,"11 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,17,Death,14,0,1,1,Sandeep Sharma,"Ishan Kishan, Klaasen",Klaasen,232,3,232/3,"14 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,18,Death,23,0,4,0,Jofra Archer,"Ishan Kishan, Klaasen",Klaasen,255,3,255/3,"23 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,19,Death,17,1,0,2,Sandeep Sharma,"Aniket Verma, Ishan Kishan, Klaasen",Ishan Kishan,272,4,272/4,"17 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,1,SRH,RR,20,Death,13,2,1,1,Tushar Deshpande,"Abhinav Manohar, Aniket Verma, Cummins, Ishan Kishan",Aniket Verma,285,6,285/6,"13 runs, 2 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,1,Powerplay,16,0,2,1,Shami,"Jaiswal, Samson",Samson,16,0,16/0,"16 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,2,Powerplay,9,2,1,0,Simarjeet Singh,"Jaiswal, Nitish Rana, Riyan Parag",Riyan Parag,25,2,25/2,"9 runs, 2 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,3,Powerplay,10,0,2,0,Shami,Nitish Rana,Nitish Rana,35,2,35/2,"10 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,4,Powerplay,15,0,2,1,Simarjeet Singh,Samson,Samson,50,2,50/2,"15 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,5,Powerplay,7,1,1,0,Shami,"Dhruv Jurel, Nitish Rana, Samson",Samson,57,3,57/3,"7 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,6,Powerplay,20,0,3,1,Cummins,"Dhruv Jurel, Samson",Dhruv Jurel,77,3,77/3,"20 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,7,Middle,5,0,1,0,Abhishek Sharma,"Dhruv Jurel, Samson",Dhruv Jurel,82,3,82/3,"5 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,8,Middle,14,0,1,1,Zampa,"Dhruv Jurel, Samson",Samson,96,3,96/3,"14 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,9,Middle,12,0,1,1,Abhishek Sharma,"Dhruv Jurel, Samson",Dhruv Jurel,108,3,108/3,"12 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,10,Middle,10,0,0,1,Harshal Patel,"Dhruv Jurel, Samson",Dhruv Jurel,118,3,118/3,"10 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,11,Middle,4,0,0,0,Zampa,"Dhruv Jurel, Samson",Dhruv Jurel,122,3,122/3,"4 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,12,Middle,3,0,0,0,Cummins,"Dhruv Jurel, Samson",Samson,125,3,125/3,"3 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,13,Middle,26,0,1,3,Simarjeet Singh,"Dhruv Jurel, Samson",Dhruv Jurel,151,3,151/3,"26 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,14,Middle,10,1,0,1,Harshal Patel,"Dhruv Jurel, Samson",Samson,161,4,161/4,"10 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,15,Middle,8,1,0,1,Zampa,"Dhruv Jurel, Hetmyer, Shubham Dubey",Hetmyer,169,5,169/5,"8 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,16,Death,4,0,0,0,Harshal Patel,"Hetmyer, Shubham Dubey",Hetmyer,173,5,173/5,"4 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
